,date,favorite,spread,underdog,total,awayMoneyLine,homeMoneyLine,season,week
8,"December 16, 2018 1:00 PM",at Ravens,-8.5,Buccaneers,44.5,320.0,-355.0,2018,15
9,"December 16, 2018 1:00 PM",at Bills,-2.5,Lions,39.5,135.0,-145.0,2018,15
10,"December 16, 2018 1:00 PM",at Vikings,-8.0,Dolphins,45.0,310.0,-340.0,2018,15
11,"December 16, 2018 1:00 PM",Titans,-2.5,at Giants,42.0,-130.0,120.0,2018,15
12,"December 16, 2018 4:05 PM",Seahawks,-4.0,at 49ers,44.0,-200.0,185.0,2018,15
13,"December 16, 2018 4:25 PM",Patriots,-2.5,at Steelers,55.5,-135.0,125.0,2018,15
14,"December 16, 2018 8:20 PM",at Rams,-13.5,Eagles,52.5,640.0,-810.0,2018,15
15,"December 17, 2018 8:15 PM",Saints,-6.0,at Panthers,50.5,-235.0,215.0,2018,15
0,"December 22, 2018 4:30 PM",at Titans,-12.0,Redskins,38.0,500.0,-600.0,2018,16
1,"December 22, 2018 8:20 PM",at Chargers,-4.0,Ravens,42.5,190.0,-210.0,2018,16
2,"December 23, 2018 1:00 PM",at Dolphins,-3.0,Jaguars,39.5,155.0,-165.0,2018,16
3,"December 23, 2018 1:00 PM",at Patriots,-14.0,Bills,45.0,635.0,-800.0,2018,16
4,"December 23, 2018 1:00 PM",Falcons,-3.0,at Panthers,46.0,-148.0,138.0,2018,16
5,"December 23, 2018 1:00 PM",at Browns,-10.0,Bengals,44.0,355.0,-400.0,2018,16
6,"December 23, 2018 1:00 PM",at Cowboys,-7.0,Buccaneers,48.0,295.0,-325.0,2018,16
7,"December 23, 2018 1:00 PM",Vikings,-6.5,at Lions,42.5,-270.0,248.0,2018,16
8,"December 23, 2018 1:00 PM",at Colts,-9.5,Giants,48.0,390.0,-440.0,2018,16
9,"December 23, 2018 1:00 PM",Packers,-3.0,at Jets,47.0,-155.0,145.0,2018,16
10,"December 23, 2018 1:00 PM",at Eagles,-2.0,Texans,46.5,112.0,-122.0,2018,16
11,"December 23, 2018 4:05 PM",Rams,-14.0,at Cardinals,44.0,-700.0,568.0,2018,16
12,"December 23, 2018 4:05 PM",Bears,-3.5,at 49ers,43.5,-185.0,170.0,2018,16
13,"December 23, 2018 4:25 PM",at Saints,-6.5,Steelers,53.5,245.0,-265.0,2018,16
14,"December 23, 2018 8:20 PM",Chiefs,-1.0,at Seahawks,54.5,-112.0,102.0,2018,16
15,"December 24, 2018 8:15 PM",Broncos,-1.5,at Raiders,42.5,-123.0,113.0,2018,16
0,"December 30, 2018 1:00 PM",at Packers,-7.5,Lions,44.5,280.0,-310.0,2018,17
1,"December 30, 2018 1:00 PM",at Texans,-7.0,Jaguars,39.5,275.0,-305.0,2018,17
2,"December 30, 2018 1:00 PM",at Patriots,-13.5,Jets,46.5,635.0,-800.0,2018,17
3,"December 30, 2018 1:00 PM",at Saints,-7.5,Panthers,41.5,295.0,-325.0,2018,17
4,"December 30, 2018 1:00 PM",at Giants,-7.5,Cowboys,38.5,280.0,-310.0,2018,17
5,"December 30, 2018 1:00 PM",at Bills,-5.5,Dolphins,39.5,220.0,-240.0,2018,17
6,"December 30, 2018 1:00 PM",Falcons,-2.5,at Buccaneers,52.0,-140.0,130.0,2018,17
7,"December 30, 2018 4:25 PM",Chargers,-6.5,at Broncos,43.5,-290.0,260.0,2018,17
8,"December 30, 2018 4:25 PM",at Ravens,-7.0,Browns,41.0,260.0,-290.0,2018,17
9,"December 30, 2018 4:25 PM",Eagles,-6.0,at Redskins,43.0,-240.0,220.0,2018,17
10,"December 30, 2018 4:25 PM",at Steelers,-13.5,Bengals,46.0,575.0,-710.0,2018,17
11,"December 30, 2018 4:25 PM",at Seahawks,-15.0,Cardinals,40.0,675.0,-860.0,2018,17
12,"December 30, 2018 4:25 PM",at Chiefs,-14.0,Raiders,53.0,700.0,-900.0,2018,17
13,"December 30, 2018 4:25 PM",at Rams,-10.5,49ers,50.0,390.0,-440.0,2018,17
14,"December 30, 2018 4:25 PM",at Vikings,-5.5,Bears,39.5,215.0,-235.0,2018,17
15,"December 30, 2018 8:20 PM",Colts,-5.5,at Titans,42.5,-235.0,215.0,2018,17
