,date,season,week,team,spread,total,moneyLine,homeOrAway,impliedTotal
9,"November 22, 2015 4:05 PM",2015,11,Chargers,3.0,46.0,150.0,home,21.5
1,"November 26, 2015 4:30 PM",2015,12,Cowboys,1.0,44.0,,home,21.5
10,"November 29, 2015 1:00 PM",2015,12,Titans,1.0,45.0,,home,22.0
11,"November 29, 2015 1:00 PM",2015,12,Redskins,1.0,48.0,,home,23.5
12,"November 29, 2015 4:05 PM",2015,12,49ers,8.0,45.0,,home,18.5
14,"November 29, 2015 8:30 PM",2015,12,Broncos,2.0,43.0,,home,20.5
0,"December 3, 2015 8:25 PM",2015,13,Lions,2.5,46.5,,home,22.0
3,"December 6, 2015 1:00 PM",2015,13,Browns,7.5,44.5,,home,18.5
4,"December 6, 2015 1:00 PM",2015,13,Rams,3.5,43.0,,home,19.75
6,"December 6, 2015 1:00 PM",2015,13,Vikings,2.5,43.0,,home,20.25
7,"December 6, 2015 1:00 PM",2015,13,Giants,2.5,46.5,,home,22.0
10,"December 6, 2015 4:05 PM",2015,13,Raiders,3.0,45.5,,home,21.25
11,"December 6, 2015 4:05 PM",2015,13,Chargers,5.5,45.0,,home,19.75
13,"December 6, 2015 4:25 PM",2015,13,Saints,6.0,50.5,,home,22.25
1,"December 13, 2015 1:00 PM",2015,14,Ravens,10.5,42.0,,home,15.75
8,"December 13, 2015 1:00 PM",2015,14,Rams,3.0,41.5,,home,19.25
14,"December 13, 2015 8:30 PM",2015,14,Texans,4.5,46.5,,home,21.0
15,"December 14, 2015 8:30 PM",2015,14,Dolphins,2.0,47.5,,home,22.75
1,"December 19, 2015 8:25 PM",2015,15,Cowboys,3.0,41.0,,home,19.0
6,"December 20, 2015 1:00 PM",2015,15,Giants,4.5,46.5,,home,21.0
7,"December 20, 2015 1:00 PM",2015,15,Ravens,6.5,41.0,,home,17.25
8,"December 20, 2015 1:00 PM",2015,15,Redskins,2.0,45.5,,home,21.75
10,"December 20, 2015 4:05 PM",2015,15,Raiders,4.0,47.0,,home,21.5
12,"December 20, 2015 4:25 PM",2015,15,49ers,7.0,40.5,,home,16.75
14,"December 20, 2015 8:30 PM",2015,15,Eagles,3.5,51.0,,home,23.75
3,"December 27, 2015 1:00 PM",2015,16,Titans,3.5,39.0,,home,17.75
4,"December 27, 2015 1:00 PM",2015,16,Jets,2.5,46.0,,home,21.75
5,"December 27, 2015 1:00 PM",2015,16,Falcons,7.0,46.0,,home,19.5
6,"December 27, 2015 1:00 PM",2015,16,Ravens,11.0,47.5,,home,18.25
0,"January 3, 2016 1:00 PM",2015,17,Bears,2.5,45.0,,home,21.25
2,"January 3, 2016 1:00 PM",2015,17,Browns,13.0,47.0,,home,17.0
5,"January 3, 2016 1:00 PM",2015,17,Bills,3.0,41.0,,home,19.0
8,"January 3, 2016 1:00 PM",2015,17,Dolphins,10.0,46.5,,home,18.25
10,"January 3, 2016 4:25 PM",2015,17,49ers,3.0,38.5,,home,17.75
0,"September 8, 2016 8:30 PM",2016,1,Broncos,3.0,41.0,145.0,home,19.0
4,"September 11, 2016 1:00 PM",2016,1,Jaguars,6.0,48.0,175.0,home,21.0
7,"September 11, 2016 1:00 PM",2016,1,Jets,3.0,42.0,-105.0,home,19.5
9,"September 11, 2016 1:00 PM",2016,1,Titans,3.0,40.5,125.0,home,18.75
11,"September 11, 2016 4:25 PM",2016,1,Cowboys,1.5,48.0,100.0,home,23.25
14,"September 12, 2016 7:10 PM",2016,1,Redskins,3.0,50.0,135.0,home,23.5
15,"September 12, 2016 10:20 PM",2016,1,49ers,3.0,42.5,125.0,home,19.75
2,"September 18, 2016 1:00 PM",2016,2,Browns,4.5,42.0,180.0,home,18.75
10,"September 18, 2016 4:05 PM",2016,2,Rams,5.5,38.0,200.0,home,16.25
14,"September 18, 2016 8:30 PM",2016,2,Vikings,1.5,42.5,106.0,home,20.5
3,"September 25, 2016 1:00 PM",2016,3,Titans,2.0,47.0,105.0,home,22.5
4,"September 25, 2016 1:00 PM",2016,3,Bills,4.5,48.0,185.0,home,21.75
8,"September 25, 2016 1:00 PM",2016,3,Jaguars,2.5,45.0,115.0,home,21.25
11,"September 25, 2016 4:25 PM",2016,3,Eagles,4.0,46.5,170.0,home,21.25
1,"October 2, 2016 9:30 AM",2016,4,Jaguars,1.5,48.0,100.0,home,23.25
3,"October 2, 2016 1:00 PM",2016,4,Jets,1.0,40.0,-105.0,home,19.5
5,"October 2, 2016 1:00 PM",2016,4,Falcons,3.0,48.5,135.0,home,22.75
7,"October 2, 2016 1:00 PM",2016,4,Bears,3.5,48.0,157.0,home,22.25
9,"October 2, 2016 4:05 PM",2016,4,Buccaneers,3.5,43.0,150.0,home,19.75
11,"October 2, 2016 4:25 PM",2016,4,49ers,1.5,44.5,105.0,home,21.5
0,"October 6, 2016 8:25 PM",2016,5,49ers,3.5,42.5,170.0,home,19.5
5,"October 9, 2016 1:00 PM",2016,5,Browns,10.0,48.0,400.0,home,19.0
6,"October 9, 2016 1:00 PM",2016,5,Lions,3.5,46.0,160.0,home,21.25
10,"October 9, 2016 4:25 PM",2016,5,Rams,2.5,41.5,115.0,home,19.5
11,"October 9, 2016 4:25 PM",2016,5,Cowboys,2.5,45.5,120.0,home,21.5
0,"October 13, 2016 8:25 PM",2016,6,Chargers,3.0,44.5,140.0,home,20.75
1,"October 16, 2016 1:00 PM",2016,6,Dolphins,7.5,49.5,275.0,home,21.0
3,"October 16, 2016 1:00 PM",2016,6,Saints,2.5,53.5,125.0,home,25.5
9,"October 16, 2016 1:00 PM",2016,6,Redskins,3.0,45.0,135.0,home,21.0
10,"October 16, 2016 4:05 PM",2016,6,Raiders,2.0,46.5,105.0,home,22.25
1,"October 23, 2016 9:30 AM",2016,7,Rams,3.0,44.5,125.0,home,20.75
2,"October 23, 2016 1:00 PM",2016,7,Dolphins,2.5,46.0,120.0,home,21.75
4,"October 23, 2016 1:00 PM",2016,7,Eagles,3.0,39.0,130.0,home,18.0
8,"October 23, 2016 1:00 PM",2016,7,Lions,1.0,50.0,-105.0,home,24.5
12,"October 23, 2016 4:25 PM",2016,7,Steelers,7.0,49.5,265.0,home,21.25
2,"October 30, 2016 1:00 PM",2016,8,Browns,2.5,45.5,120.0,home,21.5
3,"October 30, 2016 1:00 PM",2016,8,Bills,5.5,48.0,210.0,home,21.25
6,"October 30, 2016 1:00 PM",2016,8,Colts,3.0,50.5,130.0,home,23.75
7,"October 30, 2016 1:00 PM",2016,8,Saints,1.0,50.0,-105.0,home,24.5
12,"October 31, 2016 8:30 PM",2016,8,Bears,5.0,39.5,190.0,home,17.25
0,"November 3, 2016 8:25 PM",2016,9,Buccaneers,3.5,50.5,160.0,home,23.5
1,"November 6, 2016 1:00 PM",2016,9,Ravens,3.0,46.5,150.0,home,21.75
2,"November 6, 2016 1:00 PM",2016,9,Browns,7.0,49.0,260.0,home,21.0
7,"November 6, 2016 4:05 PM",2016,9,Rams,3.0,44.5,140.0,home,20.75
8,"November 6, 2016 4:05 PM",2016,9,49ers,5.0,53.0,195.0,home,24.0
4,"November 13, 2016 1:00 PM",2016,10,Jets,1.0,39.0,100.0,home,19.0
6,"November 13, 2016 1:00 PM",2016,10,Buccaneers,2.5,45.0,120.0,home,21.25
7,"November 13, 2016 1:00 PM",2016,10,Titans,3.0,48.5,135.0,home,22.75
13,"November 14, 2016 8:30 PM",2016,10,Giants,1.0,49.0,-105.0,home,24.0
2,"November 20, 2016 1:00 PM",2016,11,Browns,8.5,44.5,300.0,home,18.0
9,"November 20, 2016 4:05 PM",2016,11,Rams,1.0,38.5,-105.0,home,18.75
11,"November 20, 2016 4:25 PM",2016,11,49ers,11.5,51.5,400.0,home,20.0
2,"November 24, 2016 8:30 PM",2016,12,Colts,8.5,50.0,330.0,home,20.75
5,"November 27, 2016 1:00 PM",2016,12,Texans,2.5,46.0,120.0,home,21.75
9,"November 27, 2016 1:00 PM",2016,12,Bears,6.5,42.0,230.0,home,17.75
10,"November 27, 2016 1:00 PM",2016,12,Browns,6.5,46.0,230.0,home,19.75
11,"November 27, 2016 4:05 PM",2016,12,Buccaneers,5.0,46.0,190.0,home,20.5
12,"November 27, 2016 4:25 PM",2016,12,Jets,9.0,48.0,350.0,home,19.5
0,"December 1, 2016 8:25 PM",2016,13,Vikings,3.0,43.5,135.0,home,20.25
5,"December 4, 2016 1:00 PM",2016,13,Bears,1.0,44.0,100.0,home,21.5
8,"December 4, 2016 1:00 PM",2016,13,Jaguars,3.5,38.5,165.0,home,17.5
2,"December 11, 2016 1:00 PM",2016,14,Jaguars,3.0,38.0,150.0,home,17.5
3,"December 11, 2016 1:00 PM",2016,14,Bills,2.0,46.0,105.0,home,22.0
5,"December 11, 2016 1:00 PM",2016,14,Browns,4.5,41.5,175.0,home,18.5
7,"December 11, 2016 1:00 PM",2016,14,Dolphins,2.0,44.0,108.0,home,21.0
8,"December 11, 2016 1:00 PM",2016,14,Eagles,2.5,48.5,110.0,home,23.0
12,"December 11, 2016 4:25 PM",2016,14,Packers,3.0,46.0,135.0,home,21.5
13,"December 11, 2016 4:25 PM",2016,14,Rams,5.0,44.0,190.0,home,19.5
14,"December 11, 2016 8:30 PM",2016,14,Giants,3.5,47.0,165.0,home,21.75
1,"December 17, 2016 8:25 PM",2016,15,Jets,2.5,39.5,125.0,home,18.5
6,"December 18, 2016 1:00 PM",2016,15,Bears,4.5,40.0,190.0,home,17.75
7,"December 18, 2016 1:00 PM",2016,15,Bengals,3.0,45.5,140.0,home,21.25
12,"December 18, 2016 4:25 PM",2016,15,Chargers,2.5,50.0,115.0,home,23.75
13,"December 18, 2016 4:25 PM",2016,15,Broncos,3.0,43.0,135.0,home,20.0
3,"December 24, 2016 1:00 PM",2016,16,Panthers,3.0,48.5,135.0,home,22.75
4,"December 24, 2016 1:00 PM",2016,16,Bears,3.0,49.0,130.0,home,23.0
5,"December 24, 2016 1:00 PM",2016,16,Browns,4.5,46.0,180.0,home,20.75
7,"December 24, 2016 1:00 PM",2016,16,Jaguars,4.5,44.0,180.0,home,19.75
0,"January 1, 2017 1:00 PM",2016,17,Bengals,1.5,40.5,105.0,home,19.5
2,"January 1, 2017 1:00 PM",2016,17,Dolphins,8.0,47.0,300.0,home,19.5
4,"January 1, 2017 1:00 PM",2016,17,Jets,4.5,43.0,180.0,home,19.25
11,"January 1, 2017 4:25 PM",2016,17,49ers,11.5,43.5,450.0,home,16.0
12,"January 1, 2017 4:25 PM",2016,17,Chargers,5.5,44.5,205.0,home,19.5
13,"January 1, 2017 4:25 PM",2016,17,Rams,7.0,39.0,260.0,home,16.0
15,"January 1, 2017 8:30 PM",2016,17,Lions,3.5,50.5,170.0,home,23.5
1,"September 10, 2017 1:00 PM",2017,1,Dolphins,2.5,41.5,120.0,home,19.5
3,"September 10, 2017 1:00 PM",2017,1,Redskins,1.5,49.5,110.0,home,24.0
5,"September 10, 2017 1:00 PM",2017,1,Bears,6.5,48.0,258.0,home,20.75
7,"September 10, 2017 1:00 PM",2017,1,Browns,10.0,47.0,425.0,home,18.5
8,"September 10, 2017 1:00 PM",2017,1,Lions,2.0,48.5,113.0,home,23.25
12,"September 10, 2017 4:25 PM",2017,1,49ers,4.5,45.0,185.0,home,20.25
3,"September 17, 2017 1:00 PM",2017,2,Colts,6.5,43.5,255.0,home,18.5
4,"September 17, 2017 1:00 PM",2017,2,Jaguars,1.5,41.5,108.0,home,20.0
6,"September 17, 2017 1:00 PM",2017,2,Saints,5.5,55.0,210.0,home,24.75
12,"September 17, 2017 4:25 PM",2017,2,Broncos,2.5,44.0,118.0,home,20.75
0,"September 21, 2017 8:25 PM",2017,3,49ers,3.0,40.5,138.0,home,18.75
1,"September 24, 2017 9:30 AM",2017,3,Jaguars,3.0,38.0,150.0,home,17.5
2,"September 24, 2017 1:00 PM",2017,3,Colts,1.0,42.0,-105.0,home,20.5
3,"September 24, 2017 1:00 PM",2017,3,Bills,3.5,40.0,160.0,home,18.25
5,"September 24, 2017 1:00 PM",2017,3,Bears,7.0,43.5,270.0,home,18.25
6,"September 24, 2017 1:00 PM",2017,3,Lions,3.0,50.5,147.0,home,23.75
7,"September 24, 2017 1:00 PM",2017,3,Vikings,1.0,41.0,-105.0,home,20.0
9,"September 24, 2017 1:00 PM",2017,3,Jets,5.5,43.0,200.0,home,18.75
13,"September 24, 2017 4:25 PM",2017,3,Chargers,3.0,47.5,135.0,home,22.25
14,"September 24, 2017 8:30 PM",2017,3,Redskins,3.0,53.5,163.0,home,25.25
15,"September 25, 2017 8:30 PM",2017,3,Cardinals,3.0,46.5,136.0,home,21.75
1,"October 1, 2017 9:30 AM",2017,4,Dolphins,4.0,52.0,175.0,home,24.0
4,"October 1, 2017 1:00 PM",2017,4,Jets,4.0,38.5,175.0,home,17.25
5,"October 1, 2017 1:00 PM",2017,4,Texans,2.5,43.5,130.0,home,20.5
7,"October 1, 2017 1:00 PM",2017,4,Ravens,3.5,42.0,170.0,home,19.25
8,"October 1, 2017 1:00 PM",2017,4,Browns,3.5,41.5,160.0,home,19.0
0,"October 5, 2017 8:25 PM",2017,5,Buccaneers,3.5,54.5,170.0,home,25.5
4,"October 8, 2017 1:00 PM",2017,5,Browns,1.5,41.5,110.0,home,20.0
6,"October 8, 2017 1:00 PM",2017,5,Colts,1.0,43.5,-115.0,home,21.25
7,"October 8, 2017 1:00 PM",2017,5,Dolphins,1.0,41.5,-114.0,home,20.25
12,"October 8, 2017 8:30 PM",2017,5,Texans,1.5,45.5,110.0,home,22.0
13,"October 9, 2017 8:30 PM",2017,5,Bears,3.5,41.0,170.0,home,18.75
3,"October 15, 2017 1:00 PM",2017,6,Vikings,3.0,46.0,142.0,home,21.5
5,"October 15, 2017 1:00 PM",2017,6,Jets,9.5,48.5,375.0,home,19.5
8,"October 15, 2017 4:05 PM",2017,6,Cardinals,2.5,46.5,125.0,home,22.0
9,"October 15, 2017 4:05 PM",2017,6,Jaguars,1.0,42.0,-113.0,home,20.5
0,"October 19, 2017 8:25 PM",2017,7,Raiders,3.0,46.5,135.0,home,21.75
2,"October 22, 2017 1:00 PM",2017,7,Bears,2.5,39.5,135.0,home,18.5
3,"October 22, 2017 1:00 PM",2017,7,Browns,6.0,42.5,210.0,home,18.25
4,"October 22, 2017 1:00 PM",2017,7,Packers,3.5,45.5,165.0,home,21.0
5,"October 22, 2017 1:00 PM",2017,7,Colts,3.0,41.0,140.0,home,19.0
9,"October 22, 2017 4:05 PM",2017,7,49ers,6.0,48.0,240.0,home,21.0
10,"October 22, 2017 4:25 PM",2017,7,Giants,3.5,38.5,170.0,home,17.5
12,"October 22, 2017 4:25 PM",2017,7,Chargers,1.0,41.0,-103.0,home,20.0
1,"October 29, 2017 9:30 AM",2017,8,Browns,11.0,38.5,450.0,home,13.75
6,"October 29, 2017 1:00 PM",2017,8,Jets,6.5,44.0,255.0,home,18.75
8,"October 29, 2017 1:00 PM",2017,8,Buccaneers,1.5,46.0,-118.0,home,22.25
10,"October 29, 2017 4:25 PM",2017,8,Redskins,3.0,46.5,148.0,home,21.75
11,"October 29, 2017 8:30 PM",2017,8,Lions,3.0,44.5,155.0,home,20.75
0,"November 2, 2017 8:25 PM",2017,9,Jets,3.0,42.0,160.0,home,19.5
2,"November 5, 2017 1:00 PM",2017,9,Panthers,3.0,42.0,140.0,home,19.5
6,"November 5, 2017 1:00 PM",2017,9,Giants,6.0,42.5,225.0,home,18.25
9,"November 5, 2017 4:05 PM",2017,9,49ers,2.5,39.5,118.0,home,18.5
11,"November 5, 2017 8:30 PM",2017,9,Dolphins,3.0,44.5,150.0,home,20.75
12,"November 6, 2017 8:30 PM",2017,9,Packers,2.5,43.0,120.0,home,20.25
0,"November 9, 2017 8:25 PM",2017,10,Cardinals,6.0,40.0,225.0,home,17.0
1,"November 12, 2017 1:00 PM",2017,10,Bills,2.0,48.5,113.0,home,23.25
3,"November 12, 2017 1:00 PM",2017,10,Colts,10.5,47.0,425.0,home,18.25
6,"November 12, 2017 1:00 PM",2017,10,Buccaneers,1.5,44.5,-120.0,home,21.5
8,"November 12, 2017 1:00 PM",2017,10,Redskins,1.0,42.5,-105.0,home,20.75
10,"November 12, 2017 4:25 PM",2017,10,49ers,3.0,41.5,145.0,home,19.25
12,"November 12, 2017 8:30 PM",2017,10,Broncos,7.0,44.5,265.0,home,18.75
1,"November 19, 2017 1:00 PM",2017,11,Bears,3.0,41.0,150.0,home,19.0
2,"November 19, 2017 1:00 PM",2017,11,Browns,7.0,37.0,285.0,home,15.0
3,"November 19, 2017 1:00 PM",2017,11,Packers,2.5,38.5,119.0,home,18.0
5,"November 19, 2017 1:00 PM",2017,11,Dolphins,1.0,43.5,105.0,home,21.25
6,"November 19, 2017 1:00 PM",2017,11,Vikings,1.5,46.0,-120.0,home,22.25
8,"November 19, 2017 1:00 PM",2017,11,Giants,9.5,44.5,375.0,home,17.5
10,"November 19, 2017 4:25 PM",2017,11,Raiders,7.0,54.5,275.0,home,23.75
12,"November 19, 2017 8:30 PM",2017,11,Cowboys,6.0,48.0,230.0,home,21.0
13,"November 20, 2017 8:30 PM",2017,11,Seahawks,1.0,46.0,107.0,home,22.5
0,"November 23, 2017 12:30 PM",2017,12,Lions,2.5,45.5,125.0,home,21.5
1,"November 23, 2017 4:30 PM",2017,12,Cowboys,1.0,46.5,105.0,home,22.75
4,"November 26, 2017 1:00 PM",2017,12,Jets,5.5,39.0,210.0,home,16.75
6,"November 26, 2017 1:00 PM",2017,12,Colts,3.0,46.5,155.0,home,21.75
10,"November 26, 2017 4:05 PM",2017,12,49ers,6.5,44.5,260.0,home,19.0
12,"November 26, 2017 4:25 PM",2017,12,Cardinals,6.0,37.0,230.0,home,15.5
0,"November 30, 2017 8:25 PM",2017,13,Cowboys,1.5,47.0,112.0,home,22.75
5,"December 3, 2017 1:00 PM",2017,13,Bills,7.5,49.0,305.0,home,20.75
7,"December 3, 2017 1:00 PM",2017,13,Dolphins,1.5,41.0,110.0,home,19.75
8,"December 3, 2017 1:00 PM",2017,13,Jets,3.5,44.0,170.0,home,20.25
11,"December 3, 2017 4:25 PM",2017,13,Cardinals,7.0,43.0,295.0,home,18.0
14,"December 3, 2017 8:30 PM",2017,13,Seahawks,4.0,46.5,173.0,home,21.25
15,"December 4, 2017 8:30 PM",2017,13,Bengals,4.5,43.0,190.0,home,19.25
2,"December 10, 2017 1:00 PM",2017,14,Panthers,2.5,40.5,118.0,home,19.0
4,"December 10, 2017 1:00 PM",2017,14,Browns,2.5,38.5,118.0,home,18.0
6,"December 10, 2017 1:00 PM",2017,14,Texans,1.5,45.5,-118.0,home,22.0
7,"December 10, 2017 1:00 PM",2017,14,Giants,4.0,42.5,190.0,home,19.25
8,"December 10, 2017 1:00 PM",2017,14,Buccaneers,1.0,48.0,-108.0,home,23.5
9,"December 10, 2017 4:05 PM",2017,14,Cardinals,2.5,42.0,130.0,home,19.75
11,"December 10, 2017 4:05 PM",2017,14,Broncos,1.0,40.5,105.0,home,19.75
12,"December 10, 2017 4:25 PM",2017,14,Rams,1.0,47.5,105.0,home,23.25
15,"December 11, 2017 8:30 PM",2017,14,Dolphins,10.5,48.0,475.0,home,18.75
0,"December 14, 2017 8:25 PM",2017,15,Colts,2.5,40.5,135.0,home,19.0
2,"December 16, 2017 8:25 PM",2017,15,Chiefs,1.0,46.5,-105.0,home,22.75
5,"December 17, 2017 1:00 PM",2017,15,Giants,7.5,41.0,280.0,home,16.75
9,"December 17, 2017 1:00 PM",2017,15,Browns,6.5,42.5,250.0,home,18.0
11,"December 17, 2017 4:05 PM",2017,15,Seahawks,1.0,47.5,-105.0,home,23.25
13,"December 17, 2017 4:25 PM",2017,15,Steelers,2.5,53.0,120.0,home,25.25
14,"December 17, 2017 8:30 PM",2017,15,Raiders,3.0,46.5,135.0,home,21.75
15,"December 18, 2017 8:30 PM",2017,15,Buccaneers,7.0,49.5,290.0,home,21.25
1,"December 23, 2017 8:30 PM",2017,16,Packers,9.0,41.0,370.0,home,16.0
2,"December 24, 2017 1:00 PM",2017,16,Titans,6.0,46.0,215.0,home,20.0
6,"December 24, 2017 1:00 PM",2017,16,Bengals,3.5,43.5,155.0,home,20.0
10,"December 24, 2017 1:00 PM",2017,16,Jets,7.0,42.5,275.0,home,17.75
11,"December 24, 2017 4:05 PM",2017,16,49ers,4.0,43.0,190.0,home,19.5
14,"December 25, 2017 4:30 PM",2017,16,Texans,8.5,45.5,365.0,home,18.5
2,"December 31, 2017 1:00 PM",2017,17,Giants,5.0,41.0,200.0,home,18.0
3,"December 31, 2017 1:00 PM",2017,17,Eagles,4.0,41.0,175.0,home,18.5
8,"December 31, 2017 4:25 PM",2017,17,Rams,6.0,44.0,230.0,home,19.0
9,"December 31, 2017 4:25 PM",2017,17,Dolphins,2.5,41.5,125.0,home,19.5
14,"December 31, 2017 4:25 PM",2017,17,Buccaneers,6.0,49.5,240.0,home,21.75
0,"September 6, 2018 8:20 PM",2018,1,Eagles,1.0,44.5,-105.0,home,21.75
1,"September 9, 2018 1:00 PM",2018,1,Dolphins,1.0,43.5,-108.0,home,21.25
5,"September 9, 2018 1:00 PM",2018,1,Giants,2.5,42.5,123.0,home,20.0
7,"September 9, 2018 1:00 PM",2018,1,Browns,3.5,41.0,160.0,home,18.75
8,"September 9, 2018 1:00 PM",2018,1,Colts,1.0,47.5,102.0,home,23.25
10,"September 9, 2018 4:25 PM",2018,1,Cardinals,1.5,43.5,-121.0,home,21.0
15,"September 10, 2018 10:20 PM",2018,1,Raiders,6.0,47.5,230.0,home,20.75
0,"September 13, 2018 8:20 PM",2018,2,Bengals,1.0,43.0,-106.0,home,21.0
2,"September 16, 2018 1:00 PM",2018,2,Bills,7.5,41.5,270.0,home,17.0
3,"September 16, 2018 1:00 PM",2018,2,Packers,2.0,45.0,109.0,home,21.5
7,"September 16, 2018 1:00 PM",2018,2,Buccaneers,3.0,46.5,133.0,home,21.75
8,"September 16, 2018 1:00 PM",2018,2,Titans,3.5,41.0,159.0,home,18.75
13,"September 16, 2018 4:25 PM",2018,2,Jaguars,2.0,44.5,115.0,home,21.25
1,"September 23, 2018 1:00 PM",2018,3,Falcons,1.5,54.0,-117.0,home,26.25
10,"September 23, 2018 1:00 PM",2018,3,Redskins,2.0,46.5,113.0,home,22.25
12,"September 23, 2018 4:25 PM",2018,3,Cardinals,5.5,38.5,200.0,home,16.5
13,"September 23, 2018 4:25 PM",2018,3,Seahawks,1.5,40.0,-118.0,home,19.25
14,"September 23, 2018 8:20 PM",2018,3,Lions,6.5,55.0,270.0,home,24.25
15,"September 24, 2018 8:15 PM",2018,3,Buccaneers,1.0,55.0,-110.0,home,27.0
2,"September 30, 2018 1:00 PM",2018,4,Titans,2.5,41.5,125.0,home,19.5
7,"September 30, 2018 1:00 PM",2018,4,Colts,1.0,48.5,104.0,home,23.75
9,"September 30, 2018 4:05 PM",2018,4,Cardinals,3.5,40.0,170.0,home,18.25
11,"September 30, 2018 4:25 PM",2018,4,Giants,3.0,52.0,152.0,home,24.5
14,"October 1, 2018 8:15 PM",2018,4,Broncos,3.5,53.0,168.0,home,24.75
2,"October 7, 2018 1:00 PM",2018,5,Bills,6.5,38.0,248.0,home,15.75
5,"October 7, 2018 1:00 PM",2018,5,Browns,3.0,44.5,152.0,home,20.75
6,"October 7, 2018 1:00 PM",2018,5,Lions,1.0,50.0,-112.0,home,24.5
7,"October 7, 2018 1:00 PM",2018,5,Jets,1.0,42.0,-107.0,home,20.5
10,"October 7, 2018 4:25 PM",2018,5,Seahawks,7.5,50.5,295.0,home,21.5
0,"October 11, 2018 8:20 PM",2018,6,Giants,1.5,45.5,112.0,home,22.0
2,"October 14, 2018 1:00 PM",2018,6,Raiders,3.0,47.5,135.0,home,22.25
3,"October 14, 2018 1:00 PM",2018,6,Redskins,1.0,44.5,102.0,home,21.75
6,"October 14, 2018 1:00 PM",2018,6,Browns,1.0,47.0,-105.0,home,23.0
8,"October 14, 2018 1:00 PM",2018,6,Dolphins,7.0,40.5,285.0,home,16.75
10,"October 14, 2018 4:05 PM",2018,6,Broncos,7.0,50.0,275.0,home,21.5
11,"October 14, 2018 4:25 PM",2018,6,Titans,2.5,43.5,118.0,home,20.5
12,"October 14, 2018 4:25 PM",2018,6,Cowboys,3.0,40.0,155.0,home,18.5
0,"October 18, 2018 8:20 PM",2018,7,Cardinals,1.0,42.0,-105.0,home,20.5
2,"October 21, 2018 1:00 PM",2018,7,Dolphins,3.0,47.0,145.0,home,22.0
3,"October 21, 2018 1:00 PM",2018,7,Jets,3.0,44.5,155.0,home,20.75
5,"October 21, 2018 1:00 PM",2018,7,Bears,1.0,49.0,103.0,home,24.0
10,"October 21, 2018 4:25 PM",2018,7,Redskins,1.0,40.5,110.0,home,19.75
11,"October 21, 2018 4:25 PM",2018,7,49ers,9.5,51.5,360.0,home,21.0
1,"October 28, 2018 9:30 AM",2018,8,Jaguars,3.5,44.5,175.0,home,20.5
3,"October 28, 2018 1:00 PM",2018,8,Panthers,2.5,44.5,127.0,home,21.0
7,"October 28, 2018 1:00 PM",2018,8,Giants,1.0,44.0,-105.0,home,21.5
9,"October 28, 2018 4:05 PM",2018,8,Raiders,3.0,51.0,167.0,home,24.0
10,"October 28, 2018 4:25 PM",2018,8,Cardinals,2.5,40.0,130.0,home,18.75
12,"October 28, 2018 8:20 PM",2018,8,Vikings,2.5,54.0,121.0,home,25.75
13,"October 29, 2018 8:15 PM",2018,8,Bills,14.0,44.0,750.0,home,15.0
0,"November 1, 2018 8:20 PM",2018,9,49ers,2.0,44.0,115.0,home,21.0
1,"November 4, 2018 1:00 PM",2018,9,Redskins,1.0,46.5,-113.0,home,22.75
2,"November 4, 2018 1:00 PM",2018,9,Ravens,1.0,47.0,-115.0,home,23.0
3,"November 4, 2018 1:00 PM",2018,9,Bills,10.0,38.0,400.0,home,14.0
5,"November 4, 2018 1:00 PM",2018,9,Browns,7.5,51.0,328.0,home,21.75
8,"November 4, 2018 4:05 PM",2018,9,Broncos,1.0,46.5,-108.0,home,22.75
9,"November 4, 2018 4:05 PM",2018,9,Seahawks,1.0,48.5,-105.0,home,23.75
10,"November 4, 2018 4:25 PM",2018,9,Saints,1.5,57.0,112.0,home,27.75
2,"November 11, 2018 1:00 PM",2018,10,Titans,6.5,46.5,240.0,home,20.0
4,"November 11, 2018 1:00 PM",2018,10,Bengals,6.0,53.0,240.0,home,23.5
5,"November 11, 2018 1:00 PM",2018,10,Browns,5.5,49.0,220.0,home,21.75
9,"November 11, 2018 4:05 PM",2018,10,Raiders,10.0,50.5,420.0,home,20.25
1,"November 18, 2018 1:00 PM",2018,11,Redskins,3.0,40.5,147.0,home,18.75
3,"November 18, 2018 1:00 PM",2018,11,Lions,4.0,48.5,185.0,home,22.25
4,"November 18, 2018 1:00 PM",2018,11,Colts,1.5,50.0,-120.0,home,24.25
5,"November 18, 2018 1:00 PM",2018,11,Jaguars,4.0,47.0,180.0,home,21.5
0,"November 22, 2018 12:30 PM",2018,12,Lions,3.0,42.5,155.0,home,19.75
3,"November 25, 2018 1:00 PM",2018,12,Jets,12.5,47.0,540.0,home,17.25
7,"November 25, 2018 1:00 PM",2018,12,Bills,3.0,36.5,147.0,home,16.75
9,"November 25, 2018 1:00 PM",2018,12,Bengals,1.0,47.0,102.0,home,23.0
12,"November 25, 2018 4:25 PM",2018,12,Broncos,3.0,47.5,145.0,home,22.25
0,"November 29, 2018 8:20 PM",2018,13,Cowboys,7.0,51.5,305.0,home,22.25
1,"December 2, 2018 1:00 PM",2018,13,Lions,10.0,54.0,400.0,home,22.0
4,"December 2, 2018 1:00 PM",2018,13,Jaguars,4.0,45.5,188.0,home,20.75
7,"December 2, 2018 1:00 PM",2018,13,Bengals,4.0,44.5,175.0,home,20.25
